database_uid,db_id,scenario,scenario_zh,task_id,question,is_corrected,correction_type,schema_ref,task_ref
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000373,What is the average number of international passengers for an airport?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000374,"What are the number of international and domestic passengers of the airport named London ""Heathrow""?",False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000375,How many international and domestic passengers are there in the airport London Heathrow?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000376,"What are the total number of Domestic Passengers of airports that contain the word ""London"".",False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000377,What are the total number of domestic passengers at all London airports?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000378,What are the maximum and minimum number of transit passengers of all aiports.,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000379,What is the maximum and mininum number of transit passengers for all airports?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000380,What are the name of pilots aged 25 or older?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000381,what is the name of every pilot who is at least 25 years old?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000382,List all pilot names in ascending alphabetical order.,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000383,What are the names of the pilots in alphabetical order?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000384,List names of all pilot aged 30 or younger in descending alphabetical order.,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000385,What are the names of all pilots 30 years old or young in descending alphabetical order?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000386,"Please show the names of aircrafts associated with airport with name ""London Gatwick"".",False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000387,What are the names of all the aircrafts associated with London Gatwick airport?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000388,Please show the names and descriptions of aircrafts associated with airports that have a total number of passengers bigger than 10000000.,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000389,What are the names and descriptions of aircrafts associated with an airport that has more total passengers than 10000000?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000390,"What is the average total number of passengers of airports that are associated with aircraft ""Robinson R-22""?",False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000391,"What is the average total number of passengers for all airports that the aircraft ""Robinson R-22"" visits?",False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000392,Please list the location and the winning aircraft name.,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000393,What is the location and name of the winning aircraft?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000394,List the name of the aircraft that has been named winning aircraft the most number of times.,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000395,What is the name of the aircraft that has won an award the most?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000396,List the names of aircrafts and the number of times it won matches.,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000397,"For each aircraft that has won an award, what is its name and how many time has it won?",False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000398,List names of all pilot in descending order of age.,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000399,What are the names of all pilots listed by descending age?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000400,List the names of aircrafts and that won matches at least twice.,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000401,What are the names of all aircrafts that have won a match at least twice?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000402,List the names of aircrafts and that did not win any match.,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000403,What are the names of all aicrafts that have never won any match?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000404,"Show the names of aircrafts that are associated with both an airport named ""London Heathrow"" and an airport named ""London Gatwick""",False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000405,What are the names of all aircrafts that are associated with both London Heathrow and Gatwick airports?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000406,Show all information on the airport that has the largest number of international passengers.,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000407,What is all the information on the airport with the largest number of international passengers?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000408,find the name and age of the pilot who has won the most number of times among the pilots who are younger than 30.,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000409,What is the name and age of the pilot younger than 30 who has won the most number of times?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000410,what is the name and age of the youngest winning pilot?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000411,How old is the youngest winning pilot and what is their name?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000412,find the name of pilots who did not win the matches held in the country of Australia.,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__aircraft,aircraft,aviation_airport,机场航空,task_000413,What are the names of the pilots that have not won any matches in Australia?,False,,schemas/by_database/spider_data__aircraft.json,tasks/by_database/spider_data__aircraft.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000414,How many railways are there?,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000415,List the builders of railways in ascending alphabetical order.,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000416,List the wheels and locations of the railways.,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000417,"What is the maximum level of managers in countries that are not ""Australia""?",False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000418,What is the average age for all managers?,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000419,What are the names of managers in ascending order of level?,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000420,What are the names and arrival times of trains?,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000421,What is the name of the oldest manager?,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000422,Show the names of trains and locations of railways they are in.,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000423,"Show the builder of railways associated with the trains named ""Andaman Exp"".",False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000424,Show id and location of railways that are associated with more than one train.,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000425,Show the id and builder of the railway that are associated with the most trains.,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000426,"Show different builders of railways, along with the corresponding number of railways using each builder.",False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000427,Show the most common builder of railways.,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000428,Show different locations of railways along with the corresponding number of railways at each location.,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000429,Show the locations that have more than one railways.,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000430,List the object number of railways that do not have any trains.,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000431,Show the countries that have both managers of age above 50 and managers of age below 46.,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000432,Show the distinct countries of managers.,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000433,Show the working years of managers in descending order of their level.,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__railway,railway,rail_train_station,铁路交通,task_000434,Show the countries that have managers of age above 50 or below 46.,False,,schemas/by_database/spider_data__railway.json,tasks/by_database/spider_data__railway.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000435,How many different captain ranks are there?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000436,Count the number of different ranks of captain.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000437,How many captains are in each rank?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000438,Count the number of captains that have each rank.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000439,How many captains with younger than 50 are in each rank?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000440,Count the number of captains younger than 50 of each rank.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000441,Sort all captain names by their ages from old to young.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000442,"What are the names of captains, sorted by age descending?",False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000443,"Find the name, class and rank of all captains.",False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000444,"What are the names, classes, and ranks of all captains?",False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000445,Which rank is the most common among captains?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000446,Return the rank for which there are the fewest captains.,True,sql,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000447,Which classes have more than two captains?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000448,Give the classes that have more than two captains.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000449,Find the name of captains whose rank are either Midshipman or Lieutenant.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000450,What are the names of captains that have either the rank Midshipman or Lieutenant?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000451,What are the average and minimum age of captains in different class?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000452,Return the average and minimum age of captains in each class.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000453,Find the captain rank that has some captains in both Cutter and Armed schooner classes.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000454,What are the ranks of captains that are both in the Cutter and Armed schooner classes?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000455,Find the captain rank that has no captain in Third-rate ship of the line class.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000456,What are the ranks of captains that have no captain that are in the Third-rate ship of the line class?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000457,What is the name of the youngest captain?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000458,Return the name of the youngest captain.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000459,how many ships are there?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000460,Count the number of ships.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000461,"Find the name, type, and flag of the ship that is built in the most recent year.",True,sql,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000462,"What is the name, type, and flag of the ship that was built in the most recent year?",False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000463,"Group by ships by flag, and return number of ships that have each flag.",False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000464,"What are the different ship flags, and how many ships have each?",False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000465,Which flag is most widely used among all ships?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000466,Return the flag that is most common among all ships.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000467,List all ship names in the order of built year and class.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000468,"What are the names of ships, ordered by year they were built and their class?",False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000469,Find the ship type that are used by both ships with Panama and Malta flags.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000470,What types of ships have both ships that have Panama Flags and Malta flags?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000471,In which year were most of ships built?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000472,What is the year in which most ships were built?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000473,Find the name of the ships that have more than one captain.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000474,What are the names of ships that have more than one captain?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000475,what are the names and classes of the ships that do not have any captain yet?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000476,Return the names and classes of ships that do not have a captain?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000477,Find the name of the ship that is steered by the youngest captain.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000478,What is the name of the ship that is commanded by the youngest captain?,True,sql,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000479,Find the name and flag of ships that are not steered by any captain with Midshipman rank.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000480,What are the names and flags of ships that do not have a captain with the rank of Midshipman?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000481,Find the name of the ships that are steered by both a captain with Midshipman rank and a captain with Lieutenant rank.,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__ship_1,ship_1,maritime_shipping_logistics,船运物流,task_000482,What are the names of ships that are commanded by both captains with the rank of Midshipman and captains with the rank of Lieutenant?,False,,schemas/by_database/spider_data__ship_1.json,tasks/by_database/spider_data__ship_1.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000483,How many drivers are there?,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000484,"Show the name, home city, and age for all drivers.",False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000485,Show the party and the number of drivers in each party.,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000486,Show the name of drivers in descending order of age.,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000487,Show all different home cities.,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000488,Show the home city with the most number of drivers.,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000489,Show the party with drivers from Hartford and drivers older than 40.,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000490,Show home city where at least two drivers older than 40 are from.,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000491,Show all home cities except for those having a driver older than 40.,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000492,Show the names of the drivers without a school bus.,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000493,Show the types of schools that have two schools.,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000494,Show the school name and driver name for all school buses.,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000495,"What is the maximum, minimum and average years spent working on a school bus?",False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000496,Show the school name and type for schools without a school bus.,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000497,Show the type of school and the number of buses for each type.,True,sql,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000498,How many drivers are from Hartford city or younger than 40?,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000499,List names for drivers from Hartford city and younger than 40.,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__school_bus,school_bus,public_service_transport,公共服务,task_000500,find the name of driver who is driving the school bus with the longest working history.,False,,schemas/by_database/spider_data__school_bus.json,tasks/by_database/spider_data__school_bus.jsonl
spider_data__flight_company,flight_company,aviation_airport,机场航空,task_000501,How many flights have a velocity larger than 200?,False,,schemas/by_database/spider_data__flight_company.json,tasks/by_database/spider_data__flight_company.jsonl
spider_data__flight_company,flight_company,aviation_airport,机场航空,task_000502,"List the vehicle flight number, date and pilot of all the flights, ordered by altitude.",False,,schemas/by_database/spider_data__flight_company.json,tasks/by_database/spider_data__flight_company.jsonl
spider_data__flight_company,flight_company,aviation_airport,机场航空,task_000503,"List the id, country, city and name of the airports ordered alphabetically by the name.",False,,schemas/by_database/spider_data__flight_company.json,tasks/by_database/spider_data__flight_company.jsonl
spider_data__flight_company,flight_company,aviation_airport,机场航空,task_000504,What is maximum group equity shareholding of the companies?,False,,schemas/by_database/spider_data__flight_company.json,tasks/by_database/spider_data__flight_company.jsonl
spider_data__flight_company,flight_company,aviation_airport,机场航空,task_000505,What is the velocity of the pilot named 'Thompson'?,True,sql,schemas/by_database/spider_data__flight_company.json,tasks/by_database/spider_data__flight_company.jsonl
spider_data__flight_company,flight_company,aviation_airport,机场航空,task_000506,What are the names and types of the companies that have ever operated a flight?,True,sql,schemas/by_database/spider_data__flight_company.json,tasks/by_database/spider_data__flight_company.jsonl
spider_data__flight_company,flight_company,aviation_airport,机场航空,task_000507,What are the names of the airports which are not in the country 'Iceland'?,False,,schemas/by_database/spider_data__flight_company.json,tasks/by_database/spider_data__flight_company.jsonl
spider_data__flight_company,flight_company,aviation_airport,机场航空,task_000508,What are the distinct types of the companies that have operated any flights with velocity less than 200?,False,,schemas/by_database/spider_data__flight_company.json,tasks/by_database/spider_data__flight_company.jsonl
spider_data__flight_company,flight_company,aviation_airport,机场航空,task_000509,What are the ids and names of the companies that operated more than one flight?,False,,schemas/by_database/spider_data__flight_company.json,tasks/by_database/spider_data__flight_company.jsonl
spider_data__flight_company,flight_company,aviation_airport,机场航空,task_000510,"What is the id, name and IATA code of the airport that had most number of flights?",True,sql,schemas/by_database/spider_data__flight_company.json,tasks/by_database/spider_data__flight_company.jsonl
spider_data__flight_company,flight_company,aviation_airport,机场航空,task_000511,What are the different pilot names who had piloted a flight in the country 'United States' or in the airport named 'Billund Airport'?,False,,schemas/by_database/spider_data__flight_company.json,tasks/by_database/spider_data__flight_company.jsonl
spider_data__flight_company,flight_company,aviation_airport,机场航空,task_000512,"What is the most common company type, and how many are there?",False,,schemas/by_database/spider_data__flight_company.json,tasks/by_database/spider_data__flight_company.jsonl
